0	1.0	0.0	0.0	0.0	0.0
0.45	1.0	0.0	0.0	0.0	0.0
0.9	0.48984111999997537	8.228369032258131E-5	0.0	0.0	0.0
1.35	0.2405918615039996	1.0244521231961396E-4	5.397360945087981E-6	1.4642610363685172E-5	0.0
1.8	0.1186405953580396	1.0523580347367966E-4	1.2640962405155372E-5	2.274152380758747E-5	1.536452997764455E-6
2.25	0.058601660072333445	1.0164996765190962E-4	2.0667285731252763E-5	2.5611711071075972E-5	3.90947746957877E-6
2.7	0.028643026484979406	4.472565170689149E-5	2.4038288339547188E-5	8.12860255190945E-5	6.620514033663611E-6
3.15	0.014006942749556257	2.009545831799301E-5	2.5532935365777724E-5	9.825244616020488E-5	1.5150298422225195E-5
3.6	0.006867390975320714	9.151260521036011E-6	2.6218369020225844E-5	9.926548730014545E-5	2.5547122036453616E-5
4.05	0.0033549766575506103	4.249027527208317E-6	2.6524628199513878E-5	9.382430920668748E-5	3.6150792382801495E-5
4.5	0.0016427252725748143	1.9315384517868617E-6	1.1519539901492269E-5	1.0152418756477316E-4	4.604966097638126E-5
4.95	8.09801300932014E-4	8.993800060336924E-7	5.0177570476392644E-6	9.852578092413887E-5	5.671635149269299E-5
5.4	3.978184965081103E-4	4.2692896611559663E-7	2.179601622112248E-6	9.14182774351297E-5	6.720091028656986E-5


