0	1.0	0.0	0.0	0.0	0.0
0.45	1.0	0.0	0.0	0.0	0.0
0.9	1.0	0.0	0.0	0.0	0.0
1.35	1.0	0.0	0.0	0.0	0.0
1.8	1.0	0.0	0.0	0.0	0.0
2.25	0.808188671875	3.093731098790321E-5	0.0	0.0	0.0
2.7	0.6522720092773459	4.7351574731259384E-5	2.182219790620761E-6	6.551365272096771E-6	0.0
3.15	0.5270258739768707	5.741114431364807E-5	5.881063148816166E-6	1.1946562252225857E-5	1.0473796438792112E-6
3.6	0.4260804874780321	6.373490086249487E-5	1.0495652218948624E-5	1.536438102827208E-5	2.9727292002790906E-6
4.05	0.344212063605126	6.710763109801875E-5	1.5954682964439312E-5	1.7295212571282828E-5	5.414721171884128E-6
4.5	0.27774937752721207	6.847646599110825E-5	1.7277570653462422E-5	2.2574102793320728E-5	8.163896444816153E-6
4.95	0.22399710734034098	6.827141048611829E-5	1.8406253565113733E-5	2.6734231907646293E-5	1.17498609217117E-5
5.4	0.1809013576755764	5.2310420532798165E-5	1.76922711385381E-5	4.605019278263011E-5	1.6059799791908445E-5
5.85	0.1459226015483676	4.013261106356312E-5	1.596730926950832E-5	5.824214100418218E-5	2.3412357767848518E-5
6.3	0.11779279750364499	3.102500339466549E-5	1.4001961189112253E-5	6.452529714406452E-5	3.2739222545763345E-5


