0	1.0	0.0	0.0	0.0	0.0
0.45	1.0	0.0	0.0	0.0	0.0
0.9	1.0	0.0	0.0	0.0	0.0
1.35	1.0	0.0	0.0	0.0	0.0
1.8	0.7639080000000006	7.61587096774193E-5	0.0	0.0	0.0
2.25	0.583573323132171	1.2582689295653952E-4	1.3465909331612973E-6	7.1577021966967685E-6	0.0
2.7	0.4462131342017191	1.572875500822072E-4	3.6583532507136465E-6	1.538391926187006E-5	2.3111018562676325E-6
3.15	0.3402751872672801	1.7677471980482608E-4	6.605611161335713E-6	2.2163492206983553E-5	7.270632547087132E-6
3.6	0.2592911509471551	1.345100566459066E-4	8.793948195878167E-6	8.125759165241244E-5	1.4376741909946414E-5
4.05	0.19792428556697686	1.0318950679225018E-4	1.050268267264127E-5	1.0432803618420435E-4	4.0713875780911985E-5
4.5	0.1515078009447152	7.829118864654592E-5	1.1813748036385686E-5	1.0938116572518378E-4	7.422105857746043E-5
4.95	0.11533238267049839	6.030403035069087E-5	1.2792954812974152E-5	1.0293481787971178E-4	1.0934484770807517E-4
5.4	0.08785102103514587	4.6097561569018625E-5	1.3557705780278244E-5	9.227463400181888E-5	1.4231170476657876E-4
5.85	0.06725285025232701	3.54238664082828E-5	6.590526121684353E-6	8.702068711685073E-5	1.718510976911415E-4


