0	1.0	0.0	0.0	0.0	0.0
0.45	0.8524645599999984	2.3796038709676985E-5	0.0	0.0	0.0
0.9	0.7284854745037963	3.695145928183928E-5	1.0814736820645178E-6	5.759732438709656E-6	0.0
1.35	0.6210489315123309	4.3821866535125006E-5	2.80710856351032E-6	1.3110115039375624E-5	1.382049940645156E-6
1.8	0.5303640279372019	4.648341292575453E-5	4.845441554401139E-6	1.989397441558801E-5	4.524908533739717E-6
2.25	0.45186969740166294	4.666009594207506E-5	6.969808218164666E-6	2.5530651913396937E-5	9.247557248675561E-6
2.7	0.38482190101323765	4.550448536543945E-5	9.211653226634898E-6	2.9052957115913904E-5	1.5453178322134368E-5
3.15	0.3286518950743492	4.332220341626395E-5	1.1375833864254944E-5	3.1160893982266984E-5	2.2423021144577116E-5
3.6	0.2807795201700424	4.0632706022930975E-5	1.3523223192572303E-5	3.193047447267946E-5	2.991689951019734E-5
4.05	0.2395697006545221	3.7934565874481665E-5	7.794641648854335E-6	3.9351169693951236E-5	3.756967106424114E-5
4.5	0.20427482786955992	3.522371459413588E-5	5.234886419559864E-6	4.0874116795388135E-5	4.701005188937416E-5
4.95	0.17424340485890424	3.255078569428144E-5	4.038479358853754E-6	3.983489886271191E-5	5.676238368755565E-5
5.4	0.14863971235730306	3.0203290110044852E-5	3.3666230949357565E-6	3.740573368581349E-5	6.634052853544746E-5
5.85	0.1268271168872734	2.789300031900804E-5	2.979127734657461E-6	3.469343406389773E-5	7.526877386836044E-5
6.3	0.10825811448660679	2.5840157995433207E-5	2.7002895420855124E-6	3.16387245986415E-5	8.365016423696776E-5
6.75	0.0923545665835072	1.8117804785830187E-5	2.1077327344849544E-6	3.4927623745593485E-5	9.124126347868705E-5


