0	1.0	0.0	0.0	0.0	0.0
0.45	1.0	0.0	0.0	0.0	0.0
0.9	0.4039519999999955	9.61367741935527E-5	0.0	0.0	0.0
1.35	0.16368740476026916	1.1083398726008509E-4	3.0349258818064445E-6	2.102021512258139E-5	0.0
1.8	0.06579425249171615	1.0057062876231662E-4	6.484010000304714E-6	3.988704380581147E-5	3.736663803870942E-6
2.25	0.02655971484016996	8.534664355359818E-5	9.83137439491567E-6	5.11433501754616E-5	1.0685129482448816E-5
2.7	0.010710485259812311	7.12841498477154E-5	1.2681900707892261E-5	5.605340275122257E-5	1.9543371651264623E-5
3.15	0.004353264360199894	4.488250512250726E-5	1.4497456731182077E-5	7.198281036343916E-5	2.922541095058092E-5
3.6	0.0017574417765689428	2.8418919055313717E-5	1.5655963571243454E-5	7.501143443750176E-5	4.192054716552641E-5
4.05	7.090973328418136E-4	1.817330212958591E-5	8.775364082615584E-6	7.907496667637726E-5	5.515231915451144E-5
4.5	2.867358473703151E-4	1.1698434071804204E-5	5.0166228673490974E-6	7.509428288164569E-5	6.943473504252842E-5
4.95	1.1630706554047448E-4	7.480561101675302E-6	2.8735862447131217E-6	6.810771316397817E-5	8.28097028661592E-5
5.4	4.71293142432019E-5	4.7782570362067345E-6	1.6743883679216899E-6	6.0170005673068896E-5	9.466007000115057E-5


