0	1.0	0.0	0.0	0.0	0.0
0.45	1.0	0.0	0.0	0.0	0.0
0.9	1.0	0.0	0.0	0.0	0.0
1.35	1.0	0.0	0.0	0.0	0.0
1.8	1.0	0.0	0.0	0.0	0.0
2.25	0.4600167274999997	9.642558437500099E-4	0.0	0.0	0.0
2.7	0.21051774466849096	0.0013824432475696567	9.504243093749997E-6	1.7842251000000094E-5	0.0
3.15	0.09536613406500932	0.0015557801384201394	2.2805223041301587E-5	2.9879763414988024E-5	6.952492864624993E-6
3.6	0.044094831276904896	0.0016158266955433273	3.806565717056251E-5	3.468070101613978E-5	1.840046184692205E-5
4.05	0.019843001732332763	0.0016313352058251712	5.3849309849511024E-5	3.3236635597242953E-5	3.185920277747971E-5
4.5	0.009084372004643425	0.0012645062935494396	4.733221644384614E-5	4.129678090276956E-4	4.4685873827872044E-5
4.95	0.004122742548260922	9.729552204466741E-4	4.005870561849757E-5	5.618874310690489E-4	2.0345088831531265E-4
5.4	0.0018776747722891703	7.472679707233764E-4	3.373825609249539E-5	5.822640482135462E-4	4.190910200200645E-4
5.85	8.575429452719213E-4	5.740802093499112E-4	2.768608366935868E-5	5.401377678733303E-4	6.422788981337013E-4


