0	1.0	0.0	0.0	0.0	0.0
0.45	1.0	0.0	0.0	0.0	0.0
0.9	0.6448659999999894	5.727967741935483E-5	0.0	0.0	0.0
1.35	0.41462422861600007	9.072517160693283E-5	2.2892209347344563E-6	1.4010544557522526E-6	0.0
1.8	0.26997296152455136	1.0885957187713641E-4	5.900641492017407E-6	2.7969994639885488E-6	1.8908369515609298E-7
2.25	0.17437700627009348	1.1857902666812556E-4	7.023249136055293E-6	6.9921815996946115E-6	5.705415848194605E-7
2.7	0.11297314364579968	1.227818338057243E-4	7.863179213554848E-6	1.0923803711861864E-5	1.5000310679234082E-6
3.15	0.07315181476371409	1.234885055226359E-4	8.526846890970484E-6	1.4490770348571986E-5	2.9855200178679366E-6
3.6	0.04660690215681628	9.31038190072937E-5	7.375839362870367E-6	4.833795654355402E-5	4.955465383569746E-6
4.05	0.03029704680528261	6.941550430278985E-5	6.035183416075573E-6	6.931396408861213E-5	1.1639050320702534E-5
4.5	0.019427786597708413	5.157943243530256E-5	4.872494373482606E-6	8.073494033983396E-5	2.0969941464653248E-5
4.95	0.012649921978660836	3.8003357225384536E-5	3.892844962845634E-6	8.537842503841157E-5	3.1975385357444845E-5
5.4	0.008207604081904766	2.8095737729296917E-5	2.9131983167411692E-6	8.531708593252977E-5	4.3640493492093045E-5


