0	1.0	0.0	0.0	0.0	0.0
0.45	1.0	0.0	0.0	0.0	0.0
0.9	0.8495499999999759	2.4266129032255862E-5	0.0	0.0	0.0
1.35	0.7204565631999983	2.5460393032257974E-5	0.0	1.962725806451617E-5	0.0
1.8	0.6137396991550716	2.2093733812566013E-5	0.0	3.6644135381777136E-5	3.562179329032266E-6
2.25	0.5212527940764837	1.9022458301278887E-5	0.0	4.802616799345943E-5	1.0168664983248174E-5
2.7	0.44534678109601666	1.5880894408544156E-5	0.0	5.482476556166549E-5	1.875453662720721E-5
3.15	0.37884997333952386	1.3801486893299547E-5	0.0	5.7654548444814514E-5	2.872945283293016E-5
3.6	0.3223840160388325	1.1720241833884762E-5	0.0	5.859257169504457E-5	3.898008710996865E-5
4.05	0.27469235346750676	9.916376599990382E-6	0.0	5.7419588889976815E-5	4.964913878946686E-5
4.5	0.23343171027626985	8.555115340021276E-6	0.0	5.517143212430959E-5	5.991349926530314E-5
4.95	0.19854629785635258	7.269138386095643E-6	0.0	5.222216599766377E-5	6.977542176844191E-5
5.4	0.1687891357376009	6.1749331905143085E-6	0.0	4.869244771293183E-5	7.919888752597286E-5
5.85	0.14287288236097462	5.348511629804768E-6	0.0	4.480794366603648E-5	8.808985400077593E-5
6.3	0.12121588304490083	4.517087142247832E-6	0.0	4.1057164325315335E-5	9.616512223487168E-5


